"Name","Location","Date","Value","Unit"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-16,13224227,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-17,14990656,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-18,13706995,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-19,17144961,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-20,25580252,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-21,26358341,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-22,25963609,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-23,24754021,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-24,28546102,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-25,28185002,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-26,18145869,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-27,20407817,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-28,25495577,"kWh"
"NDM - Gas Consumption by Market Sector","NDM",2018-09-29,24702295,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-01,67276111,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-02,65373694,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-03,83389618,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-04,110075626,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-05,113182919,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-06,101622291,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-07,107042879,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-08,98449051,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-09,103051968,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-10,118615139,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-11,106956743,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-12,65046797,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-13,96009107,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-14,64587325,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-15,65355295,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-16,72257771,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-17,76816612,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-18,94417221,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-19,107292866,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-20,107914025,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-21,82192049,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-22,80049049,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-23,64184481,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-24,67754592,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-25,89649470,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-26,101857413,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-27,66990625,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-28,73210075,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-29,115488841,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-30,91663688,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-01-31,74734112,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-01,81106695,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-02,109919684,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-03,84708908,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-04,105680606,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-05,113799920,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-06,107754467,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-07,112615060,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-08,99073834,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-09,90935620,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-10,74390004,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-11,91064688,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-12,80135944,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-13,88366783,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-14,65957404,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-15,80848487,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-16,97932964,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-17,117006668,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-18,106102504,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-19,113832552,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-20,113746390,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-21,111035029,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-22,89678616,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-23,69211683,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-24,82981359,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-25,70618835,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-26,90970454,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-27,94586993,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-02-28,83266642,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-01,67825488,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-02,65530020,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-03,69702985,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-04,104125460,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-05,136301393,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-06,127560945,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-07,110340691,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-08,123743797,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-09,102585577,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-10,87181392,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-11,107154403,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-12,119068858,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-13,84964230,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-14,67792007,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-15,92501587,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-16,92364747,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-17,72038064,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-18,76126878,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-19,103497911,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-20,135424626,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-21,107442849,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-22,80705873,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-23,111763555,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-24,108325085,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-25,109904970,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-26,97623975,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-27,94843427,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-28,111152323,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-29,120884383,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-30,118452864,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-03-31,114558213,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-01,88233074,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-02,103719643,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-03,114406854,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-04,106205403,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-05,79716211,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-06,86362770,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-07,127045288,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-08,124246482,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-09,115419405,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-10,116307821,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-11,127617528,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-12,139172181,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-13,130639297,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-14,88398250,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-15,80732244,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-16,79822144,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-17,77192430,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-18,79546441,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-19,110798135,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-20,119825786,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-21,112190403,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-22,79147710,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-23,86068094,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-24,110517716,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-25,85688166,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-26,111549124,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-27,125002363,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-28,127970135,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-29,121755887,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-04-30,117853146,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-01,87252400,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-02,90945344,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-03,107283722,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-04,122804024,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-05,109246384,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-06,113110442,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-07,106339293,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-08,103110354,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-09,88042440,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-10,98240777,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-11,122116027,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-12,138381537,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-13,129849121,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-14,148535632,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-15,116375026,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-16,108551564,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-17,128810553,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-18,121302193,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-19,95030470,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-20,108306396,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-21,118128443,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-22,151318152,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-05-23,150371910,"kWh"
