"Name","Location","Date","Value","Unit"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-06-30,139053641,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-01,103085108,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-02,120307085,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-03,135451186,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-04,137096412,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-05,151501932,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-06,150491877,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-07,140991378,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-08,140587301,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-09,148600969,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-10,147167886,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-11,148635056,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-12,156468554,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-13,149120874,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-14,118155224,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-15,129131209,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-16,152771121,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-17,162975503,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-18,166325568,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-19,162750528,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-20,142505254,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-21,140527919,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-22,140199410,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-23,150534277,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-24,143310853,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-25,121372064,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-26,116569716,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-27,132196091,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-28,105857076,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-29,113315592,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-30,115953585,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-07-31,93588538,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-01,99373480,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-02,138526045,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-03,141535295,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-04,143136859,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-05,132918335,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-06,140115538,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-07,133821464,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-08,124882239,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-09,140486588,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-10,135982822,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-11,127408198,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-12,142028506,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-13,135941074,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-14,97964378,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-15,95099378,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-16,96893282,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-17,87064923,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-18,91841861,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-19,131862580,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-20,149255065,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-21,137382100,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-22,141862576,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-23,96424920,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-24,99534309,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-25,122401762,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-26,75519096,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-27,107304121,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-28,126341417,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-29,142457905,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-30,144186200,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-08-31,118388140,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-01,134554802,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-02,109045511,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-03,119026653,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-04,132707882,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-05,129797394,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-06,119765031,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-07,122529887,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-08,101264532,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-09,76982990,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-10,83851959,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-11,101558749,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-12,115796597,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-13,101243068,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-14,111834278,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-15,99120989,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-16,93928108,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-17,87471746,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-18,78713546,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-19,80642097,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-20,120514083,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-21,87907173,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-22,124257765,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-23,102605458,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-24,130993011,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-25,82137629,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-26,119561123,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-27,127968178,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-28,144393318,"kWh"
"ROI LDM - Forecast EOD gas consumption for Gas Day","ROI LDM",2018-09-29,118621111,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-01,66556924,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-02,65431591,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-03,81526007,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-04,109961685,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-05,113485344,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-06,101302839,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-07,107752797,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-08,97815238,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-09,103252437,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-10,119472080,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-11,106322070,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-12,63648825,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-13,94760482,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-14,64537147,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-15,65457919,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-16,71701120,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-17,76945642,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-18,94326078,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-19,107424359,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-20,105477368,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-21,81732478,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-22,79302633,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-23,64165187,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-24,68336489,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-25,89761732,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-26,102449919,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-27,66561324,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-28,72719399,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-29,114829761,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-30,91613277,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-01-31,75064263,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-01,82784545,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-02,110016733,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-03,83980186,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-04,105887464,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-05,115585365,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-06,108542478,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-07,112665800,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-08,97507169,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-09,91461059,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-10,74804482,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-11,90691087,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-12,80072937,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-13,88136000,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-14,63751317,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-15,81636984,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-16,98202630,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-17,115686425,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-18,106073121,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-19,113724581,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-20,113976924,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-21,109609802,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-22,89300753,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-23,68508663,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-24,80958268,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-25,70068342,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-26,92553555,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-27,95375625,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-02-28,82520682,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-01,68111087,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-02,65029843,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-03,70326424,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-04,104741426,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-05,135984742,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-06,127182624,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-07,110766717,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-08,122940501,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-09,102087767,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-10,86323739,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-11,106429340,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-12,118870893,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-13,84662159,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-14,67242228,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-15,92202522,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-16,91425288,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-17,71917371,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-18,75408674,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-19,103611102,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-20,136821995,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-21,105997042,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-22,79910376,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-23,111889195,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-24,107911023,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-25,110547888,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-26,97558227,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-27,95094769,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-28,111889976,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-29,122667666,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-30,118132990,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-03-31,114323123,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-01,88139667,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-02,101934137,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-03,112907302,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-04,107421750,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-05,78839608,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-06,85115146,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-07,125690731,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-08,123660630,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-09,115250255,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-10,116800508,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-11,127249385,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-12,139357194,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-13,129819878,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-14,88105941,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-15,81846617,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-16,79024530,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-17,76842176,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-18,81458776,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-19,111485555,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-20,121881501,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-21,112526408,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-22,79366738,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-23,84563662,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-24,109917671,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-25,85803885,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-26,112031176,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-27,125955181,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-28,128923986,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-29,122176161,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-04-30,117402255,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-01,85406067,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-02,91645973,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-03,106530926,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-04,122493687,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-05,108783467,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-06,113744660,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-07,105434761,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-08,102008206,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-09,87559050,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-10,98134985,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-11,122655458,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-12,137747190,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-13,128730749,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-14,148738199,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-15,108524242,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-16,110854370,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-17,128861831,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-18,120050963,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-19,94359251,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-20,107700018,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-21,117742457,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-22,151451245,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-23,149174262,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-24,148948311,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-25,117791491,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-26,104454544,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-27,125567452,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-28,155625681,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-29,147937910,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-30,150434447,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-05-31,156365221,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-01,154280291,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-02,152145127,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-03,150905269,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-04,150189424,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-05,154936444,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-06,151301835,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-07,149796288,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-08,152660382,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-09,148750759,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-10,148248039,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-11,146947177,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-12,146846802,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-13,96131175,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-14,95144510,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-15,116618007,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-16,109992420,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-17,102346800,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-18,126458330,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-19,115340498,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-20,100423296,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-21,132954844,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-22,146956419,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-23,145603214,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-24,150980062,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-25,150502722,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-26,149245546,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-27,153264475,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-28,149363854,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-29,149599526,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-06-30,139064922,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-01,101212737,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-02,121947981,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-03,134624465,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-04,136618541,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-05,150479817,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-06,150833636,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-07,141193018,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-08,140997372,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-09,147530800,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-10,147847461,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-11,149004252,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-12,156495240,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-13,148353151,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-14,117559288,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-15,129019476,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-16,153680664,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-17,162223280,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-18,165204530,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-19,160211859,"kWh"
"ROI LDM - Gas Consumption by Market Sector","ROI LDM",2018-07-20,142407059,"kWh"
